k,avgFlow,avgTime,avgAugmentingPaths
1,0.0,0.027792169524999993,0.0
2,0.0,0.002277384525,0.0
3,0.0,0.0016421441499999997,0.0
4,0.0,0.0031961932250000012,0.0
5,0.0,0.025335251924999996,0.0
6,0.0,0.348498961225,0.0
7,0.0,5.6629143848,0.0
